id,title,created_at,last_posted_at,views,like_count,category_id
4868,Stuck: Library Tactician,2015-09-07T14:21:42.926Z,2020-04-18T09:08:25.845Z,4494,5,24
20896,[SOLVED] Mixed Unit Tactics - Python,2020-04-09T15:21:41.650Z,2020-04-18T09:03:55.120Z,310,6,24
21066,[SOLVED] Wishing well help,2020-04-17T20:14:19.855Z,2020-04-17T20:42:57.080Z,52,0,24
21037,Long-Range Division Bug?,2020-04-16T21:08:59.766Z,2020-04-17T20:09:45.391Z,66,1,24
21025,Kelvintaph Burgler Can't read protected property: findEnemyMissiles,2020-04-16T16:48:38.278Z,2020-04-17T19:32:23.725Z,87,2,24
21026,Pets aren't working...Edit: New Bugs topic created,2020-04-16T17:10:11.251Z,2020-04-17T16:53:44.334Z,90,1,9
21057,[Solved] Reindeer Wakeup,2020-04-17T15:50:50.468Z,2020-04-17T16:22:29.219Z,55,0,24
21022,[SOLVED] Bits and Trits Help - Python,2020-04-16T16:01:23.102Z,2020-04-17T16:17:53.845Z,77,0,24
14859,[SOLVED] Help with key stack,2018-05-30T14:59:23.734Z,2020-04-17T16:03:00.805Z,334,3,9
21047,moveXY() problem - Can't move after collecting the coins,2020-04-17T02:19:24.484Z,2020-04-17T15:05:54.986Z,75,0,9
21003,[SOLVED] Need help with Humantron,2020-04-15T17:50:59.812Z,2020-04-17T14:56:47.210Z,98,0,24
16288,[SOLVED]Grim determination (python),2018-10-25T04:13:40.137Z,2020-04-17T14:50:03.793Z,838,1,24
21042,Stuck on Power Peak. lev 46 Computer science 2,2020-04-17T00:23:18.428Z,2020-04-17T14:21:42.608Z,320,0,24
20435,Quiz: Issuing successive commands,2020-03-04T22:32:49.393Z,2020-04-17T14:10:05.266Z,228,1,9
21034,[SOLVED] Problem at Sand Mushrooms level,2020-04-16T20:18:41.706Z,2020-04-17T13:04:49.948Z,45,1,24
21016,Timber turncoat - can't solve,2020-04-16T02:43:20.530Z,2020-04-17T02:53:05.901Z,108,1,24
6585,Vital Powers Help plz,2016-01-25T22:34:56.777Z,2020-04-16T23:07:18.369Z,2043,0,24
21035,How to comment a couple of lines in the code editior?,2020-04-16T20:33:47.971Z,2020-04-16T21:22:31.595Z,63,3,1
21018,"Алмазная дюжина, в чём проблема?",2020-04-16T11:47:18.527Z,2020-04-16T11:47:18.603Z,71,0,16
7589,Help on the wizards haunt,2016-05-15T16:03:24.284Z,2020-04-16T15:57:17.884Z,1513,0,24
12683,[Solved] Lost Viking need Help!,2017-10-13T13:01:09.225Z,2020-04-16T15:56:08.485Z,924,1,8
21015,Is the support team of CodeCombat still work?,2020-04-16T01:17:51.320Z,2020-04-16T14:47:42.861Z,69,1,9
14117,[SOLVED] Return to Thornbush farm help please?,2018-03-10T15:41:33.745Z,2020-04-16T08:15:14.612Z,4455,14,24
1821,Stumped on Thornbush Farm,2014-12-12T23:05:46.300Z,2020-04-15T20:56:57.884Z,10950,6,24
19683,I genuinely think Im going insane,2019-11-21T01:20:34.130Z,2020-04-15T19:24:56.697Z,242,9,9
14665,[SOLVED] Reaping Fire (python),2018-05-07T14:14:56.426Z,2020-04-15T16:39:56.883Z,2361,36,24
20986,Bank Raid - I need help!,2020-04-14T18:58:12.865Z,2020-04-15T16:25:22.262Z,89,1,24
17312,Uneasy Truce Python,2019-01-30T20:26:50.417Z,2020-04-15T15:54:55.276Z,702,3,24
20683,[SOLVED] Help with Backwoods Standoff,2020-03-26T19:16:19.923Z,2020-04-15T15:15:15.023Z,78,1,24
3558,The Two Flowers,2015-04-16T14:01:44.149Z,2020-04-15T14:12:36.532Z,2852,2,24
20227,The Two Flowers (python) help needed,2020-02-09T22:50:49.760Z,2020-04-15T08:23:55.813Z,143,1,24
14856,[Adventurer] The One Wizard,2018-05-30T06:33:23.131Z,2020-04-15T07:59:05.943Z,4651,90,1
20992,[SOLVED] move(targetPos) doesn't work properly,2020-04-15T00:58:20.804Z,2020-04-15T01:28:46.216Z,54,0,24
20954,[SOLVED] Need help on level 34 Agrippa Refactored. Computer Science 2,2020-04-13T01:31:56.064Z,2020-04-15T00:46:45.533Z,120,0,24
20989,[SOLVED] Alpine Rally - haste skill,2020-04-14T23:52:14.956Z,2020-04-15T00:41:18.000Z,103,1,1
20983,Shine getter level help pythin,2020-04-14T15:58:20.335Z,2020-04-15T00:40:31.724Z,34,0,24
20978,[SOLVED] Level : Protect and Serve (JavaScipt),2020-04-14T03:57:58.937Z,2020-04-15T00:03:07.890Z,88,1,24
20826,Sand Snakes Pathing [JavaScript],2020-04-05T22:49:22.056Z,2020-04-14T23:13:31.223Z,66,0,24
20977,Running out of time on Sarven Teasure,2020-04-14T03:54:17.962Z,2020-04-14T20:08:41.966Z,72,0,24
20987,"[ANSWERED] Slalom, Cloudrip Mountain - Question about While Loops",2020-04-14T19:06:46.504Z,2020-04-14T19:26:53.073Z,47,2,24
20857,[SOLVED] Need Help with Rectangle Formation,2020-04-07T19:34:28.395Z,2020-04-14T17:02:18.982Z,154,2,24
14093,Levels List w/ Links,2018-03-04T15:28:22.030Z,2020-04-13T19:59:56.523Z,1572,11,6
20911,Помогите пожалуйста с Restless Dead,2020-04-10T10:55:43.186Z,2020-04-10T10:55:43.261Z,74,0,16
20973,Unable to Play CodeCombat,2020-04-14T00:49:45.734Z,2020-04-14T08:33:53.738Z,57,0,9
20965,Savern savior level help,2020-04-13T15:12:18.832Z,2020-04-13T20:01:29.341Z,39,0,24
20888,I'm stuck on grim determination,2020-04-09T06:59:58.418Z,2020-04-13T18:54:17.593Z,104,0,24
20959,Web Development 1 is locked,2020-04-13T07:15:01.834Z,2020-04-13T18:51:27.630Z,46,0,6
20921,Free Premium for Individuals?,2020-04-10T17:20:36.894Z,2020-04-13T18:50:25.191Z,165,0,9
20957,[SOLVED] Need some help on the hunt begins,2020-04-13T05:11:03.985Z,2020-04-13T11:13:59.820Z,42,0,24
20961,Bank Raid can you help me,2020-04-13T09:55:34.927Z,2020-04-13T09:55:35.006Z,32,0,24
20950,26. Salted Earth,2020-04-12T22:25:03.387Z,2020-04-12T23:45:07.214Z,41,0,24
20949,Logical Path (Need Help Please),2020-04-12T22:02:13.245Z,2020-04-12T23:22:10.029Z,48,0,24
15572,[Solved] Keeping Time,2018-08-14T21:17:59.319Z,2020-04-12T17:11:12.319Z,2868,4,8
14814,[Adventurer] Twisted Canyon,2018-05-25T10:49:43.706Z,2020-04-12T12:24:08.422Z,3607,16,1
18686,Trouble with Freeze tag,2019-06-18T16:21:08.388Z,2020-04-11T20:21:31.764Z,857,4,24
20936,[SOLVED] Decoy drill level help,2020-04-11T17:39:39.620Z,2020-04-11T18:00:12.451Z,65,0,24
20933,Steelclaw Gap - bug or wrong code?,2020-04-11T11:08:06.145Z,2020-04-11T14:41:39.458Z,54,1,19
6627,[SOLVED] Sarven Treasure - Python,2016-01-29T15:26:06.593Z,2020-04-11T13:06:06.122Z,1633,0,24
16185,[Solved] Copper Meadows Issue,2018-10-16T05:21:25.600Z,2020-04-10T23:41:29.496Z,919,1,8
20925,Game development part-II levels are locked,2020-04-10T17:53:34.336Z,2020-04-10T23:37:06.332Z,92,1,7
10235,[SOLVED] How do I unlock game development 2,2017-01-09T21:28:12.980Z,2020-04-10T22:23:36.862Z,1190,0,24
12718,Subscription not there,2017-10-17T12:41:03.973Z,2020-04-10T17:34:54.142Z,799,2,7
20915,[SOLVED]Need help with Shine Getter (Python),2020-04-10T15:19:38.994Z,2020-04-10T16:23:33.918Z,45,1,24
20899,{SOLVED}Hunter valley help please,2020-04-09T16:41:45.318Z,2020-04-10T15:08:42.169Z,88,2,24
14352,A Fun Level To Try Out!,2018-04-05T01:33:35.585Z,2020-04-10T15:08:08.725Z,1184,17,1
20907,Need some help on lost viking,2020-04-10T00:47:50.218Z,2020-04-10T08:13:44.408Z,45,0,24
20894,Antipodes (Javascript): Can't get them to move to the correct clone [SOLVED],2020-04-09T12:27:57.969Z,2020-04-10T05:06:02.432Z,64,1,24
12039,[Adventurer] Arrowproof Wolf,2017-07-26T06:47:53.588Z,2020-04-10T04:20:57.961Z,3233,29,1
13290,How to pass Blind Distance,2017-12-16T19:26:53.769Z,2020-04-09T10:27:07.161Z,3077,0,24
20885,Problem with subscription ,2020-04-09T01:49:40.082Z,2020-04-09T10:15:13.853Z,50,0,27
20871,Stranded in the dunes - please help,2020-04-08T12:09:00.398Z,2020-04-09T10:14:55.905Z,49,0,24
20883,Whats wrong with my code?,2020-04-09T01:32:41.194Z,2020-04-09T07:05:22.397Z,50,0,24
8972,How to log out of the classroom mode and back into normal CodeCombat?,2016-09-16T13:45:39.286Z,2020-04-08T21:51:24.652Z,1940,9,13
20853,Need help with level backwoods fork,2020-04-07T18:33:24.143Z,2020-04-08T21:40:14.512Z,64,0,24
20877,[SOLVED] Reindeer Wakeup - Python,2020-04-08T16:39:21.828Z,2020-04-08T19:38:46.999Z,153,12,24
20878,Level Help: Brittle Morale (Python),2020-04-08T16:53:50.262Z,2020-04-08T17:27:18.338Z,55,2,24
20876,Backwoods brawl Help,2020-04-08T16:29:43.462Z,2020-04-08T17:00:45.628Z,58,2,24
20862,[SOLVED]Conveneient Enemy,2020-04-07T21:11:10.231Z,2020-04-08T16:17:27.235Z,66,1,24
20868,Known Enemy requires crystals I don't have,2020-04-08T06:40:45.988Z,2020-04-08T14:15:58.187Z,56,0,24
20856,[SOLVED] Reindeer tender help,2020-04-07T19:33:45.622Z,2020-04-07T21:34:10.048Z,77,1,24
20860,[SOLVED] Aggressive Mimicry,2020-04-07T20:39:52.558Z,2020-04-07T20:47:56.861Z,46,0,24
20859,[SOLVED] Ice Hunter - Python,2020-04-07T20:20:52.966Z,2020-04-07T20:23:46.857Z,38,0,24
20858,[SOLVED] I think I found a game bug?,2020-04-07T19:37:10.886Z,2020-04-07T20:01:47.432Z,89,1,7
20852,[SOLVED] Library Tactitian - Python,2020-04-07T17:25:34.896Z,2020-04-07T19:49:27.262Z,46,1,24
20795,Sleepwalkers help level thing level,2020-04-02T23:26:24.456Z,2020-04-07T18:42:54.338Z,136,1,24
20664,Help with Skeletons in Tabula Rasa Javascript,2020-03-25T19:18:01.226Z,2020-04-06T21:43:54.603Z,95,1,24
20786,Diamond Dozen Help Please,2020-04-02T18:00:12.518Z,2020-04-06T21:31:21.975Z,85,2,24
10218,Salted Earth JavaScript [HELP],2017-01-07T17:47:30.945Z,2020-04-06T20:31:02.944Z,4584,0,1
13318,[SOLVED] How to collect items in Salted Earth,2017-12-20T03:29:42.951Z,2020-04-06T20:29:24.692Z,3592,4,24
7479,Level: Leave it to Cleaver,2016-05-07T11:53:03.296Z,2020-04-06T20:13:01.577Z,12886,5,8
11720,[SOLVED] Hit and freeze javascript help,2017-06-15T19:14:27.207Z,2020-04-06T20:11:51.699Z,1485,10,24
6072,[SOLVED] Library Tactician,2015-12-13T06:00:08.510Z,2020-04-06T15:14:27.139Z,9083,1,24
20830,Subscription removal,2020-04-06T08:33:44.309Z,2020-04-06T09:05:47.594Z,52,0,9
17459,Can't buy items for Wizard and Ranger,2019-02-10T23:22:58.539Z,2020-04-06T08:18:36.247Z,260,5,7
20819,Unpacking tuples as parameters?,2020-04-05T01:23:01.396Z,2020-04-06T07:15:53.224Z,99,2,7
13251,Hunting Party - stuck! (Python),2017-12-14T02:25:56.210Z,2020-04-05T17:42:41.442Z,1643,3,24
3437,I need help on Hunting Party,2015-04-08T03:17:28.501Z,2020-04-05T17:41:25.925Z,6387,1,24
5713,Completely blocked on Noble Sacrifice level,2015-11-18T21:21:28.673Z,2020-04-05T13:34:23.192Z,4814,15,1
5457,Lost Viking Code Help,2015-10-28T22:12:38.365Z,2020-04-05T09:43:37.035Z,6300,2,24
20725,[SOLVED] Mad Maxer Gets Greedy - Hero moves to wrong coins and random positions,2020-03-29T23:56:47.941Z,2020-04-05T02:23:46.330Z,97,4,24
20818,Время истекло в каждой миссии,2020-04-04T23:13:36.535Z,2020-04-05T00:56:11.359Z,83,0,16
20806,Is it possible to block a user on coco discourse?,2020-04-03T17:35:53.803Z,2020-04-04T14:39:19.895Z,85,2,27
20809,[SOLVED] Clash of Clones - help,2020-04-03T19:54:03.779Z,2020-04-03T19:59:04.216Z,67,1,24
20799,Password Reset Link,2020-04-03T11:50:39.174Z,2020-04-03T12:11:58.000Z,60,0,9
20787,[solved] Raiders of the Long Dark he lp,2020-04-02T19:45:46.600Z,2020-04-02T22:00:15.474Z,105,2,24
8840,[SOLVED] Leave it to cleaver is not bugged,2016-09-02T20:56:20.756Z,2020-04-02T16:38:19.662Z,1082,0,24
13533,Сбросить прогресс?,2018-01-12T15:47:37.526Z,2020-04-02T15:55:34.587Z,489,1,16
20781,Верните мои деньги,2020-04-02T13:26:44.177Z,2020-04-02T13:26:44.291Z,147,0,16
20776,Computer Science 2 -> Woodland Cubbies (Javascript),2020-04-02T01:33:59.776Z,2020-04-02T12:28:41.090Z,88,1,7
9768,[Adventurer] Adventure Time,2016-11-29T16:01:17.187Z,2020-04-01T22:02:55.051Z,1237,2,1
13316,Hit and Freeze Python,2017-12-20T03:01:58.755Z,2020-04-01T17:34:25.698Z,3157,13,24
17702,Help with backwoods fork,2019-03-04T14:11:32.200Z,2020-04-01T15:10:28.662Z,962,3,24
788,Non-UserCodeError: TypeError: undefined is not a function,2014-05-25T01:20:55.147Z,2020-04-01T08:56:39.156Z,3052,2,8
20749,Sand Snakes Bug,2020-03-31T20:37:44.724Z,2020-03-31T21:22:21.861Z,66,1,24
20716,[SOLVED] Mixed Unit Tactics NEED HELP,2020-03-28T21:36:07.948Z,2020-03-31T20:04:13.871Z,140,3,24
16195,"Не могу пройти уровень "" Столкновение клонов""",2018-10-17T15:00:01.353Z,2020-03-31T19:23:48.602Z,1773,2,16
20732,How do i help my friend join codecombat discourse,2020-03-30T17:25:32.618Z,2020-03-31T09:26:57.416Z,80,0,27
20731,How do i invite a friend,2020-03-30T17:24:02.192Z,2020-03-31T09:20:13.532Z,96,0,27
20737,Golden Mirage help (hero is funky from my code),2020-03-30T22:54:27.243Z,2020-03-30T23:50:42.467Z,68,0,24
20736,34. Agrippa Refactored,2020-03-30T18:26:47.937Z,2020-03-30T22:11:39.020Z,167,5,24
20325,Coincrumbs level shifting,2020-02-19T19:15:40.807Z,2020-03-30T17:58:00.588Z,114,0,7
20704,"[SOLVED] Don't Rush, Be Quiet",2020-03-27T22:36:21.513Z,2020-03-30T16:26:24.493Z,91,0,24
10706,Operation Killdeer javascript please help,2017-02-24T16:18:22.944Z,2020-03-30T15:42:58.539Z,2088,45,9
7583,"Parent, trying to add child account?",2016-05-14T22:27:40.217Z,2020-03-30T13:39:37.555Z,2831,2,13
20723,[solved] Three-step-password (mountains) help,2020-03-29T20:06:36.574Z,2020-03-29T22:14:26.911Z,71,1,24
20692,Updated instructions for Diplomats,2020-03-27T08:24:54.633Z,2020-03-29T11:01:20.872Z,78,1,5
20686,Hero wont summon and gettin an error,2020-03-26T22:29:50.323Z,2020-03-28T19:14:21.176Z,124,1,24
13083,Munchkin Harvest Level (Dunno how to solve it),2017-12-02T07:08:34.656Z,2020-03-28T12:38:22.237Z,953,1,24
20711,[SOLVED] Help Cloudrip Commander Codecombat Python,2020-03-28T04:12:19.890Z,2020-03-28T04:48:55.444Z,85,0,24
2769,Need better gear? Earn gems for simulating games,2015-02-18T17:50:03.227Z,2020-03-28T02:32:09.473Z,27682,383,9
11206,Goalkeeper - JavaScript hints in Python,2017-04-15T23:45:45.718Z,2020-03-27T23:31:57.371Z,679,0,9
20705,Back-To-Back -- JavaScript hints in Python,2020-03-27T23:02:43.636Z,2020-03-28T07:33:40.397Z,59,1,27
19650,Razorfray challenges,2019-11-16T23:38:48.884Z,2020-03-27T20:42:30.552Z,133,1,7
20696,Hunting party bonus,2020-03-27T15:35:43.669Z,2020-03-27T17:00:20.450Z,67,0,7
20679,Mountain Mercenaries pls help,2020-03-26T17:03:35.648Z,2020-03-27T14:34:39.250Z,67,3,24
11156,[Adventurer] Nine Gems,2017-04-10T16:48:01.652Z,2020-03-26T22:49:59.926Z,9921,54,1
20665,[solved] Kelbintaph Crusaders targeting problem,2020-03-25T19:19:29.556Z,2020-03-26T17:57:46.994Z,78,0,24
14680,Post your new levels here!,2018-05-08T17:16:18.430Z,2020-03-19T03:01:42.129Z,7560,45,9
20587,Please help with Freeze tag,2020-03-22T12:53:40.576Z,2020-03-26T10:52:43.940Z,380,5,24
12411,Level not loading!,2017-09-11T19:04:04.633Z,2020-03-26T07:36:40.449Z,431,0,7
17940,Possible hacker?,2019-03-19T23:11:13.894Z,2020-03-26T07:36:07.408Z,522,6,7
20662,Village rover level help plz,2020-03-25T18:59:26.931Z,2020-03-25T23:46:29.709Z,95,2,24
13314,Help with Sarven Shepherd (python) Solved,2017-12-19T19:00:56.769Z,2020-03-25T21:31:51.651Z,3992,2,24
20655,[SOLVED] Detect Sparkbomb in Harrowland,2020-03-25T16:17:25.347Z,2020-03-25T20:51:33.136Z,76,2,24
20668,I found a bug on backwoods fork,2020-03-25T20:22:19.170Z,2020-03-25T20:52:09.730Z,71,0,9
20660,Maniac mucnhkins,2020-03-25T18:11:02.283Z,2020-03-25T18:51:22.558Z,57,0,24
20661,Simulate Games what is it even for?,2020-03-25T18:28:43.570Z,2020-03-25T18:42:12.015Z,52,2,7
20577,"Does CodeCombat use ""For"" loops?",2020-03-21T17:28:22.965Z,2020-03-25T17:37:43.580Z,157,6,9
20634,[SOLVED] Not able to change hero/language in the Game Dev's,2020-03-24T15:56:23.318Z,2020-03-25T17:33:02.824Z,68,3,24
20564,Help on any Levels for CodingGeek14,2020-03-20T20:13:12.560Z,2020-03-25T15:01:28.681Z,200,6,9
20644,[Solved] Cant see nearest friend with harder steel glass and up,2020-03-24T20:51:36.820Z,2020-03-24T23:12:02.800Z,78,0,24
20643,[SOLVED]Sarven Shepard level help,2020-03-24T19:39:32.467Z,2020-03-24T20:32:15.776Z,51,2,24
20640,Help with Lurkers,2020-03-24T16:32:20.856Z,2020-03-24T17:49:45.712Z,44,0,24
20632,[SOLVED] Maxmaxer help pls,2020-03-24T14:58:59.064Z,2020-03-24T17:54:18.880Z,61,1,24
20619,Hunters and prey help,2020-03-23T20:50:26.153Z,2020-03-24T17:48:12.263Z,81,1,24
12655,[Adventurer] Disintegration Arrow,2017-10-11T07:58:56.188Z,2020-03-24T16:20:16.422Z,725,1,1
20637,Sand Snakes Problem [JavaScript],2020-03-24T16:01:00.262Z,2020-03-24T16:09:52.666Z,44,0,24
14966,[SOLVED] Can't solve Sarven Shepherd,2018-06-14T01:41:15.726Z,2020-03-24T10:42:43.107Z,2130,7,8
10380,"Help with level ""distracting dungeon""",2017-01-28T18:17:17.947Z,2020-03-24T09:40:00.573Z,1392,0,1
8076,By another name level error - language JavaScript,2016-06-17T16:23:49.300Z,2020-03-24T09:34:55.550Z,780,0,7
20615,"[Closed], see: 'Level help please on Backwoods Standoff python'",2020-03-23T19:39:05.526Z,2020-03-24T09:27:58.881Z,79,0,9
16047,Hunter and Prey Help,2018-09-27T13:55:04.106Z,2020-03-23T20:43:51.990Z,383,0,24
16181,Bookkeeper (HELP NEEDED),2018-10-15T14:18:39.840Z,2020-03-23T19:12:18.301Z,436,0,24
5581,Next level after Kelvintaph Glacier?,2015-11-07T17:39:20.804Z,2020-03-23T17:11:17.151Z,2562,2,1
20600,Help on Cubic Minefield (Python) [SOLVED],2020-03-23T13:38:31.692Z,2020-03-23T15:25:37.648Z,47,0,24
20592,The Prisoner help for Python,2020-03-22T20:52:50.272Z,2020-03-22T21:05:20.831Z,98,1,24
20588,"Подскажите, а рисованию то будут обучать?",2020-03-22T17:14:17.596Z,2020-03-22T17:52:12.502Z,104,0,16
2991,Level: Wild Horses,2015-03-07T07:57:33.281Z,2020-03-22T09:55:03.523Z,4160,9,1
20576,Help in Double Gaps and Thunderhooves,2020-03-21T14:35:54.638Z,2020-03-22T01:02:15.986Z,104,0,24
20581,[SOLVED] Cubic Minefield - hitting a wall!,2020-03-22T00:05:02.546Z,2020-03-22T00:20:54.725Z,72,0,24
20579,[SOLVED] Cannon Landing Force,2020-03-21T22:21:35.055Z,2020-03-21T22:34:45.726Z,77,1,24
20543,Logical Forest [ Level Help ],2020-03-19T13:19:09.531Z,2020-03-21T00:13:11.579Z,97,0,9
20557,"Sarven Shepherd (Comp. Sci. 4, JavaScript)",2020-03-20T16:12:05.182Z,2020-03-21T00:02:24.544Z,71,1,24
6434,Russian dictionary and standards,2016-01-10T02:13:26.832Z,2020-03-20T20:23:12.000Z,2927,4,5
20551,Does MS Edge work properly?,2020-03-19T21:32:16.975Z,2020-03-19T21:45:04.756Z,69,2,9
6700,Code editor cursor does not stay synced with text,2016-02-06T17:13:19.864Z,2016-02-12T18:09:02.944Z,1207,3,7
20545,I need help on this i am stuck,2020-03-19T17:18:49.080Z,2020-03-19T18:13:05.015Z,114,0,24
17935,Borrowed Sword Please Help,2019-03-18T22:48:08.032Z,2020-03-19T12:59:27.677Z,615,4,24
17688,游戏出bug了，无限循环求大神帮忙！,2019-03-02T16:37:57.745Z,2020-03-19T09:28:27.412Z,435,0,15
20538,Reset progress?,2020-03-18T23:01:15.492Z,2020-03-19T02:50:55.841Z,96,3,9
20107,Leaderboards empty - CoCo Library of Alexandria burnt?,2020-01-27T10:46:29.734Z,2020-03-18T23:26:56.865Z,122,0,7
20537,Bug in Backwoods Forest: Leave it to Cleaver,2020-03-18T22:56:42.239Z,2020-03-18T23:17:38.268Z,74,0,9
20526,Гора Клаудрип - Горные наёмники. Слишком много врагов,2020-03-17T20:37:01.685Z,2020-03-18T20:58:00.477Z,128,1,16
20506,Convenient Enemy Help!,2020-03-15T22:43:42.200Z,2020-03-18T20:25:58.860Z,122,0,24
20529,Starter Licences not working,2020-03-18T09:47:12.400Z,2020-03-18T20:14:08.445Z,80,0,7
1161,The Final Kithmaze,2014-10-06T17:32:09.612Z,2020-03-18T17:31:10.024Z,5548,0,1
20512,[SOLVED] Register as a teacher impossible,2020-03-16T12:11:02.049Z,2020-03-18T09:54:10.731Z,107,3,7
20522,Double Cheek - no coins spawning,2020-03-17T18:06:03.343Z,2020-03-17T22:06:16.741Z,101,1,24
20510,[SOLVED] Help for Lurkers code please,2020-03-16T09:44:19.770Z,2020-03-17T08:50:26.065Z,124,5,24
20517,"[SOLVED] Timber Guard ""Don't know how to transform""",2020-03-16T23:08:00.196Z,2020-03-16T23:33:49.834Z,82,1,24
8824,Web Development 2 | Animania Help,2016-09-01T14:33:16.081Z,2020-03-16T10:10:25.261Z,1539,0,1
20500,[SOLVED] I think i broke the level Zig Zag and Zoom,2020-03-13T20:50:07.975Z,2020-03-13T20:55:00.844Z,104,0,24
12062,Логический путь,2017-07-30T13:39:56.509Z,2020-03-13T19:06:21.405Z,1961,1,16
20475,The Prisoner Help? (Python),2020-03-11T15:14:38.096Z,2020-03-13T10:57:24.627Z,124,0,24
20476,Bug Level wont load,2020-03-11T15:17:13.824Z,2020-03-13T10:56:04.875Z,106,0,7
15756,"Не могу пройти уровень ""ударь и замри"". Помогите",2018-08-25T09:11:58.089Z,2020-03-12T13:06:45.401Z,1312,0,16
20477,Talk general discussion,2020-03-11T15:24:09.910Z,2020-03-12T09:18:50.851Z,102,0,9
13330,[Adventurer] Game Development 3 Campaign!,2017-12-21T17:42:47.320Z,2019-03-15T16:46:43.863Z,2039,8,1
13295,[Solved] Diamond Dozen Python help,2017-12-17T05:31:29.964Z,2020-03-09T23:05:00.112Z,1385,1,24
2584,Level : Enemy mine,2015-02-04T21:58:58.299Z,2020-03-09T20:06:05.361Z,1858,0,1
20442,Doom glade please help,2020-03-05T10:27:48.713Z,2020-03-08T15:21:15.261Z,127,0,24
5278,Sarven Sum noob,2015-10-16T22:33:03.488Z,2020-03-08T12:18:22.690Z,1988,4,24
20455,"Help with ""Canyon of Storms""",2020-03-07T11:06:13.701Z,2020-03-07T23:05:06.963Z,176,2,24
20456,Алмазная дюжина. Пустыня Сарвен,2020-03-07T17:42:41.163Z,2020-03-07T19:08:34.236Z,136,0,16
19369,"Help, Library Tactician! [PYTHON]",2019-10-10T15:26:32.180Z,2020-03-06T21:12:07.868Z,261,0,24
20430,If-else code help,2020-03-04T12:53:54.420Z,2020-03-06T17:45:42.459Z,172,2,24
20439,I want to play games,2020-03-05T09:45:52.472Z,2020-03-05T11:03:54.994Z,112,0,9
20429,Contact form is not sending a message,2020-03-04T12:13:11.199Z,2020-03-05T00:40:09.316Z,108,0,7
8117,Перевод проекта!,2016-06-20T17:41:19.304Z,2020-03-04T14:09:40.369Z,3257,0,16
20332,Cloudrip mountain first level bug,2020-02-20T13:50:33.041Z,2020-03-04T09:12:20.378Z,160,2,7
20424,Non-existent code,2020-03-03T23:46:56.088Z,2020-03-04T00:55:04.737Z,142,1,6
20421,Logical Conclusion won't give me an endstate,2020-03-03T19:51:42.222Z,2020-03-03T22:52:15.295Z,103,0,24
11171,[SOLVED] Range Finder HELP!,2017-04-11T16:41:29.335Z,2020-03-03T00:27:18.403Z,7213,19,24
14565,Дела подпольные. Java Script,2018-04-27T05:36:20.238Z,2020-03-02T17:31:04.134Z,658,0,16
20398,confusing error,2020-02-29T16:44:01.272Z,2020-03-02T01:06:13.544Z,143,0,7
20407,"Question about item.pos and ""hear"" in pet.on(""hear"", onHear)",2020-03-01T18:15:28.747Z,2020-03-01T18:41:09.137Z,114,0,9
16603,"Пустыня Сарвен ""Песчаные Грибы""",2018-12-01T21:19:14.716Z,2020-03-01T16:16:16.268Z,314,2,16
20385,Clouddrip Mountain-Make Advances,2020-02-27T08:56:54.613Z,2020-03-01T05:05:47.777Z,150,0,7
20092,"Пожалуйста помогите с ""Караул Сарвена""",2020-01-24T17:23:20.874Z,2020-02-29T22:27:24.969Z,262,0,16
20401,Long-range division(python),2020-02-29T19:12:39.047Z,2020-02-29T20:23:37.930Z,136,1,24
20379,[Bug] Broken Facebook Login,2020-02-26T14:47:50.698Z,2020-02-27T23:45:41.510Z,95,0,7
2453,Selling Unwanted Items,2015-01-25T23:04:42.203Z,2020-02-27T15:38:41.615Z,3299,19,9
20378,Help with Sowing Fire (Javascript),2020-02-26T07:59:01.979Z,2020-02-27T07:09:16.110Z,128,4,24
20369,Gridmancer Redux - Please help! (SOLVED),2020-02-24T23:06:07.778Z,2020-02-25T22:58:01.907Z,151,0,9
20343,Stop Subscription,2020-02-21T13:10:04.736Z,2020-02-25T15:16:06.431Z,178,1,27
12508,Misty Island Mine Ran Out of Time,2017-09-22T13:28:03.161Z,2020-02-24T22:54:29.026Z,1149,5,7
20328,Subscription issues,2020-02-20T04:56:44.314Z,2020-02-24T22:32:39.374Z,148,0,9
20366,Clouddrip Mountain- The Geometry of Flowers,2020-02-24T10:48:17.335Z,2020-02-24T21:00:46.718Z,110,1,24
17520,На сколько полезно?,2019-02-17T12:45:32.561Z,2020-02-24T19:58:33.368Z,508,0,16
20368,Лес. Замри или умри,2020-02-24T12:31:13.521Z,2020-02-24T17:40:14.658Z,138,0,16
18987,Рой манчкинов - не могу пройти,2019-08-11T15:28:41.028Z,2020-02-24T13:07:53.429Z,309,1,16
20358,Clouddrip Mountain-Timber Guard,2020-02-23T10:26:53.212Z,2020-02-24T12:10:46.108Z,145,0,24
18875,Help on Usual Day - Backwood Forest - Level 26,2019-07-18T13:02:33.032Z,2020-02-24T10:51:57.236Z,249,4,24
20365,Reindeer Spotter (Javascript),2020-02-24T07:16:16.260Z,2020-02-24T07:16:16.339Z,89,0,24
15362,[Solved] A little stuck on Twins Power,2018-07-29T16:53:39.462Z,2020-02-24T06:47:46.638Z,905,3,24
20363,The Final Kinthmaze,2020-02-23T22:42:21.693Z,2020-02-23T23:34:43.665Z,93,3,24
